1,360,813.93,468.17,162.63,167.47,1,-1,-1,-1
1,361,346.20,448.35,110.37,193.30,1,-1,-1,-1
1,362,92.03,417.28,123.42,188.69,1,-1,-1,-1
1,363,945.84,445.27,84.62,163.32,1,-1,-1,-1
1,364,609.82,447.90,72.21,160.10,1,-1,-1,-1
1,365,398.05,438.39,94.95,166.74,1,-1,-1,-1
1,366,631.48,458.03,171.60,206.99,1,-1,-1,-1
1,367,184.55,448.27,72.35,184.02,1,-1,-1,-1
1,368,210.48,441.77,89.72,162.53,1,-1,-1,-1
1,369,731.74,464.81,107.24,151.61,1,-1,-1,-1
1,370,777.71,454.99,105.05,148.53,1,-1,-1,-1
1,371,826.99,427.99,94.00,173.33,1,-1,-1,-1
1,372,684.45,422.16,68.73,185.44,1,-1,-1,-1
1,373,631.36,462.72,141.99,174.80,1,-1,-1,-1
1,374,137.94,449.00,112.19,167.60,1,-1,-1,-1
2,360,822.93,469.09,154.55,165.65,1,-1,-1,-1
2,361,349.72,449.65,88.59,190.94,1,-1,-1,-1
2,362,95.94,416.91,116.11,192.02,1,-1,-1,-1
2,363,929.66,448.00,98.05,160.78,1,-1,-1,-1
2,364,610.18,451.28,65.78,155.26,1,-1,-1,-1
2,365,398.12,440.72,95.46,160.92,1,-1,-1,-1
2,366,622.27,466.69,210.21,200.04,1,-1,-1,-1
2,367,177.78,449.93,77.11,181.16,1,-1,-1,-1
2,368,202.66,441.47,100.16,190.59,1,-1,-1,-1
2,369,733.64,462.81,101.35,155.56,1,-1,-1,-1
2,370,782.28,453.97,93.78,148.86,1,-1,-1,-1
2,371,828.90,424.51,86.63,176.86,1,-1,-1,-1
2,372,683.25,421.44,70.51,187.33,1,-1,-1,-1
2,373,624.93,469.90,165.95,170.83,1,-1,-1,-1
2,374,171.32,448.58,88.83,175.48,1,-1,-1,-1
3,360,843.01,467.59,146.07,167.14,1,-1,-1,-1
3,361,345.80,448.90,89.17,191.25,1,-1,-1,-1
3,362,99.59,418.44,115.80,194.33,1,-1,-1,-1
3,363,915.32,447.93,114.17,160.32,1,-1,-1,-1
3,364,602.14,452.60,77.25,153.51,1,-1,-1,-1
3,365,398.37,441.37,97.59,160.61,1,-1,-1,-1
3,366,619.56,469.93,189.59,199.13,1,-1,-1,-1
3,367,152.70,448.75,102.65,181.79,1,-1,-1,-1
3,368,231.81,443.26,104.37,177.32,1,-1,-1,-1
3,369,739.23,458.76,92.44,158.94,1,-1,-1,-1
3,370,786.31,451.25,88.78,150.52,1,-1,-1,-1
3,371,833.20,420.76,80.82,180.70,1,-1,-1,-1
3,372,677.26,420.69,78.25,190.14,1,-1,-1,-1
3,373,619.10,468.87,157.72,171.46,1,-1,-1,-1
4,360,854.13,466.48,136.02,167.42,1,-1,-1,-1
4,361,341.03,451.70,103.29,189.16,1,-1,-1,-1
4,362,95.56,419.42,123.90,193.12,1,-1,-1,-1
4,363,898.90,445.18,130.98,162.97,1,-1,-1,-1
4,364,592.04,451.78,91.80,155.16,1,-1,-1,-1
4,365,397.18,440.46,97.47,160.82,1,-1,-1,-1
4,366,610.03,469.85,213.94,199.37,1,-1,-1,-1
4,367,131.95,448.55,120.42,181.06,1,-1,-1,-1
4,369,748.06,454.72,78.35,162.97,1,-1,-1,-1
4,370,781.94,447.35,90.69,153.84,1,-1,-1,-1
4,371,837.49,416.12,79.65,183.88,1,-1,-1,-1
4,372,675.74,416.40,80.23,190.13,1,-1,-1,-1
4,373,613.00,464.68,177.04,172.36,1,-1,-1,-1
4,374,127.80,449.58,104.94,170.32,1,-1,-1,-1
5,360,855.78,463.02,134.14,171.57,1,-1,-1,-1
5,361,329.89,454.75,115.34,186.01,1,-1,-1,-1
5,362,88.46,421.48,126.58,191.38,1,-1,-1,-1
5,363,896.11,443.30,138.66,164.34,1,-1,-1,-1
5,364,580.39,450.60,104.39,156.53,1,-1,-1,-1
5,365,395.48,437.45,99.31,163.10,1,-1,-1,-1
5,366,614.75,472.00,179.49,196.94,1,-1,-1,-1
5,367,113.68,446.22,140.73,181.87,1,-1,-1,-1
5,369,749.41,449.16,77.07,168.41,1,-1,-1,-1
5,370,789.50,443.67,80.38,157.71,1,-1,-1,-1
5,371,833.49,394.58,86.33,201.73,1,-1,-1,-1
5,372,688.60,414.05,70.82,181.16,1,-1,-1,-1
5,373,612.16,469.07,177.19,175.17,1,-1,-1,-1
5,374,113.84,446.09,119.18,170.99,1,-1,-1,-1
6,360,874.31,459.46,113.81,185.27,1,-1,-1,-1
6,361,305.23,453.04,133.16,186.97,1,-1,-1,-1
6,362,89.03,422.69,104.82,190.33,1,-1,-1,-1
6,363,898.77,438.82,141.34,168.90,1,-1,-1,-1
6,364,579.77,449.07,100.23,157.64,1,-1,-1,-1
6,365,399.98,433.14,93.93,166.76,1,-1,-1,-1
6,366,607.07,469.59,198.71,198.73,1,-1,-1,-1
6,367,104.42,443.74,151.78,184.00,1,-1,-1,-1
6,369,739.43,444.29,85.45,173.38,1,-1,-1,-1
6,370,789.03,437.26,78.19,163.68,1,-1,-1,-1
6,371,831.71,404.08,85.09,187.49,1,-1,-1,-1
6,372,692.96,411.44,66.86,183.35,1,-1,-1,-1
6,373,623.39,464.42,181.49,174.22,1,-1,-1,-1
6,374,104.27,443.04,141.77,173.58,1,-1,-1,-1
7,360,877.03,453.53,111.06,190.39,1,-1,-1,-1
7,361,277.78,451.33,157.80,188.99,1,-1,-1,-1
7,362,92.66,422.74,100.07,187.01,1,-1,-1,-1
7,363,902.61,434.79,140.22,172.45,1,-1,-1,-1
7,364,579.36,446.77,104.62,161.29,1,-1,-1,-1
7,365,399.67,428.72,90.75,170.85,1,-1,-1,-1
7,366,599.30,468.72,180.73,199.39,1,-1,-1,-1
7,367,102.64,437.68,158.98,191.30,1,-1,-1,-1
7,369,733.94,439.27,89.49,178.36,1,-1,-1,-1
7,370,786.99,430.63,76.92,169.74,1,-1,-1,-1
7,371,837.04,393.49,81.79,192.31,1,-1,-1,-1
7,372,691.95,407.81,66.50,179.71,1,-1,-1,-1
7,374,98.25,436.94,150.28,178.95,1,-1,-1,-1
8,360,891.01,445.28,94.17,198.30,1,-1,-1,-1
8,361,248.88,443.04,178.45,196.10,1,-1,-1,-1
8,362,100.23,425.67,148.13,185.44,1,-1,-1,-1
8,363,921.53,425.18,128.57,181.40,1,-1,-1,-1
8,364,586.34,438.29,107.89,173.32,1,-1,-1,-1
8,365,390.46,418.02,95.83,181.31,1,-1,-1,-1
8,366,588.74,462.63,155.78,204.50,1,-1,-1,-1
8,367,110.96,433.03,157.47,202.02,1,-1,-1,-1
8,369,762.19,429.27,76.43,186.45,1,-1,-1,-1
8,370,782.53,416.29,85.20,182.15,1,-1,-1,-1
8,371,848.66,391.89,74.67,193.27,1,-1,-1,-1
8,372,684.93,399.87,58.22,185.90,1,-1,-1,-1
8,373,698.23,439.21,96.27,200.36,1,-1,-1,-1
8,374,99.88,432.76,151.08,182.63,1,-1,-1,-1
9,360,886.70,442.72,99.49,198.71,1,-1,-1,-1
9,361,245.57,438.68,179.00,201.41,1,-1,-1,-1
9,363,927.55,421.73,123.61,184.25,1,-1,-1,-1
9,364,589.99,435.91,102.69,177.88,1,-1,-1,-1
9,365,391.99,414.22,88.36,183.92,1,-1,-1,-1
9,366,568.36,460.36,173.76,206.71,1,-1,-1,-1
9,367,112.20,429.06,151.48,205.68,1,-1,-1,-1
9,368,312.45,422.74,123.57,195.87,1,-1,-1,-1
9,369,774.37,424.39,79.86,190.84,1,-1,-1,-1
9,370,778.70,410.07,89.11,188.44,1,-1,-1,-1
9,371,841.52,390.44,81.62,193.52,1,-1,-1,-1
9,372,685.54,394.73,55.95,188.26,1,-1,-1,-1
9,373,708.35,434.85,85.89,213.49,1,-1,-1,-1
10,360,892.42,437.36,108.73,203.31,1,-1,-1,-1
10,361,245.72,431.08,159.52,213.97,1,-1,-1,-1
10,363,923.22,414.64,132.67,188.52,1,-1,-1,-1
10,364,601.07,430.20,89.60,191.97,1,-1,-1,-1
10,365,392.05,403.50,83.26,193.49,1,-1,-1,-1
10,366,536.73,447.57,212.87,218.53,1,-1,-1,-1
10,367,119.99,424.97,124.60,209.25,1,-1,-1,-1
10,368,322.34,413.02,115.82,204.94,1,-1,-1,-1
10,369,781.06,417.84,86.22,194.19,1,-1,-1,-1
10,370,783.36,403.29,85.24,189.18,1,-1,-1,-1
10,371,830.85,385.86,100.04,198.42,1,-1,-1,-1
10,372,681.97,387.36,58.21,194.62,1,-1,-1,-1
10,373,700.62,427.96,97.70,220.52,1,-1,-1,-1
10,374,108.69,424.63,146.70,190.40,1,-1,-1,-1
11,375,18.66,414.21,147.15,185.64,1,-1,-1,-1
11,376,197.37,412.49,121.51,166.54,1,-1,-1,-1
11,360,893.50,434.74,108.12,207.38,1,-1,-1,-1
11,361,248.31,427.76,145.27,217.56,1,-1,-1,-1
11,362,112.54,426.52,139.61,188.03,1,-1,-1,-1
11,363,924.70,413.22,132.80,188.94,1,-1,-1,-1
11,364,604.92,420.31,87.29,202.38,1,-1,-1,-1
11,365,386.97,398.92,85.93,197.28,1,-1,-1,-1
11,366,530.67,445.02,211.45,220.35,1,-1,-1,-1
11,367,120.64,422.43,96.00,212.18,1,-1,-1,-1
11,368,325.61,408.67,111.83,206.33,1,-1,-1,-1
11,369,784.46,410.92,76.35,200.87,1,-1,-1,-1
11,371,824.72,384.90,108.49,199.03,1,-1,-1,-1
11,372,681.05,383.58,62.84,197.99,1,-1,-1,-1
11,373,695.17,426.02,113.87,222.95,1,-1,-1,-1
11,374,112.73,426.88,139.45,187.76,1,-1,-1,-1
12,375,22.40,414.27,136.69,183.97,1,-1,-1,-1
12,376,207.36,409.02,111.33,168.84,1,-1,-1,-1
